# COLUMN koi_disposition: Exoplanet Archive Disposition,,,,,,,,,,,,,,
# COLUMN koi_depth_err2: Transit Depth Lower Unc. [ppm],,,,,,,,,,,,,,
# COLUMN koi_depth_err1: Transit Depth Upper Unc. [ppm],,,,,,,,,,,,,,
# COLUMN koi_depth:      Transit Depth [ppm],,,,,,,,,,,,,,
# COLUMN kepid:          KepID,,,,,,,,,,,,,,
# COLUMN dec:            Dec [decimal degrees],,,,,,,,,,,,,,
#,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,
,koi_disposition,koi_pdisposition,koi_score,Orbital Period,Planet Transit Midpoint,Transition Duration,Transition Depth,Planet Radius (earth radii),Eqbm Temp,Stellar Effective Temp,Stellar log g,Stellar Rad,ra,dec
1,CONFIRMED,CANDIDATE,1,9.48803557,2455003.539,2.9575,616.00,2.26,793,5455,4.467,0.927,291.93423,48.141651
2,CONFIRMED,CANDIDATE,0.969,54.4183827,2454995.514,4.507,875.00,2.83,443,5455,4.467,0.927,291.93423,48.141651
3,CANDIDATE,CANDIDATE,0,19.89913995,2455008.85,1.7822,10800.00,14.6,638,5853,4.544,0.868,297.00482,48.134129
4,FALSE POSITIVE,FALSE POSITIVE,0,1.736952453,2455003.308,2.40641,8080.00,33.46,1395,5805,4.564,0.791,285.53461,48.28521
5,CONFIRMED,CANDIDATE,1,2.525591777,2455004.596,1.6545,603.00,2.75,1406,6031,4.438,1.046,288.75488,48.2262
6,CONFIRMED,CANDIDATE,1,11.09432054,2455004.201,4.5945,1520.00,3.9,835,6046,4.486,0.972,296.28613,48.22467
7,CONFIRMED,CANDIDATE,1,4.13443512,2455005.979,3.1402,686.00,2.77,1160,6046,4.486,0.972,296.28613,48.22467
8,CONFIRMED,CANDIDATE,0.992,2.56658897,2455012.554,2.429,227.00,1.59,1360,6046,4.486,0.972,296.28613,48.22467
9,FALSE POSITIVE,FALSE POSITIVE,0,7.36178958,2454965.251,5.022,234.00,39.21,1342,6227,3.986,1.958,298.86435,42.151569
10,CONFIRMED,CANDIDATE,1,16.06864674,2455006.622,3.5347,4910.00,5.76,600,5031,4.485,0.848,286.99948,48.37579
11,CONFIRMED,CANDIDATE,0.811,2.470613377,2454955.763,1.74319,14200.00,13.04,1339,5820,4.457,0.964,286.80847,49.316399
12,CONFIRMED,CANDIDATE,1,2.204735417,2454954.359,3.88864,6670.00,16.1,2048,6440,4.019,1.952,292.24728,47.969521
13,CONFIRMED,CANDIDATE,0.998,3.522498429,2454954.119,3.19843,9150.00,14.59,1521,6225,4.169,1.451,281.28812,42.45108
14,CONFIRMED,CANDIDATE,1,3.709214104,2454966.983,2.6302,131.00,1.16,1206,5833,4.407,1.022,295.64871,48.49556
15,FALSE POSITIVE,FALSE POSITIVE,0,11.52144606,2455003.84,3.6399,18000.00,150.51,753,5795,4.554,0.848,297.07993,47.597401
16,FALSE POSITIVE,FALSE POSITIVE,0,19.40393776,2455005.484,12.2155,8920.00,7.18,523,5043,4.591,0.68,289.25821,47.635319
17,FALSE POSITIVE,FALSE POSITIVE,0,19.22138894,2455017.552,4.79843,74300.00,49.29,698,6117,4.496,0.947,295.81454,47.69035
18,FALSE POSITIVE,FALSE POSITIVE,0,16.46983774,2455013.882,9.4378,10500.00,7.94,595,5152,4.517,0.786,297.15442,47.668701
19,CONFIRMED,CANDIDATE,1,9.27358173,2455006.258,3.2875,1290.00,2.47,649,4856,4.583,0.696,288.13824,47.724449
20,CONFIRMED,CANDIDATE,1,6.02930329,2455004.603,1.5821,1910.00,2.85,678,4537,4.648,0.672,283.71088,47.86327
21,FALSE POSITIVE,FALSE POSITIVE,0,2.696370652,2455003.738,3.6129,398.00,1.58,1066,4989,4.504,0.819,283.76547,47.804298
22,CONFIRMED,CANDIDATE,1,5.349553819,2455004.807,3.0278,831.00,2.55,919,5185,4.44,0.91,292.37613,47.880989
23,CONFIRMED,CANDIDATE,0.98,3.94105221,2454969.087,2.5984,363.00,1.7,1018,5185,4.44,0.91,292.37613,47.880989
24,CONFIRMED,CANDIDATE,0.971,8.10904807,2454965.803,3.596,217.00,1.3,800,5185,4.44,0.91,292.37613,47.880989
25,FALSE POSITIVE,FALSE POSITIVE,,386.6030528,2454999.342,6.8057,24900.00,41.5,297,5543,4.081,1.58,292.27374,37.671558
26,CONFIRMED,CANDIDATE,1,21.67699193,2455004.536,3.4555,857.00,2.95,530,4954,4.5,0.828,290.46512,47.92918
27,CONFIRMED,CANDIDATE,1,4.99677968,2455004.742,2.1717,935.00,2.78,917,5339,4.552,0.847,297.80826,47.946671
28,CONFIRMED,CANDIDATE,1,4.280963604,2455004.897,2.875,751.00,2.3,1012,5644,4.564,0.831,294.26581,49.314091
29,FALSE POSITIVE,FALSE POSITIVE,0,1.50635409,2455003.998,1.5155,2210.00,4.53,1452,5714,4.563,0.831,295.66522,49.351009
30,FALSE POSITIVE,FALSE POSITIVE,0,670.645531,2455042.044,53.412,18100.00,14.14,196,5520,4.466,0.983,296.69861,49.316479
31,FALSE POSITIVE,FALSE POSITIVE,0,61.2563628,2455006.838,7.633,5120.00,39.87,505,6144,4.402,1.091,283.72592,49.479519
32,CONFIRMED,CANDIDATE,1,38.3775486,2455005.82,5.588,724.00,2.82,529,5481,4.369,1.036,291.72202,49.480869
33,CONFIRMED,CANDIDATE,0.992,41.19725502,2454998.004,4.6297,2210.00,3.86,439,5031,4.485,0.848,286.99948,48.37579
34,CONFIRMED,CANDIDATE,1,6.252962249,2455004.301,2.5819,1040.00,2.65,823,5031,4.485,0.848,286.99948,48.37579
35,CONFIRMED,CANDIDATE,1,16.01308419,2455009.361,3.2554,1120.00,3.1,593,5015,4.499,0.826,297.02563,48.478588
36,CONFIRMED,CANDIDATE,1,32.62876672,2455027.102,4.7971,1800.00,3.36,506,5586,4.56,0.798,285.71854,48.505859
37,CONFIRMED,CANDIDATE,0.978,91.7732862,2455026.838,6.473,652.00,2.12,359,5586,4.56,0.798,285.71854,48.505859
38,CONFIRMED,CANDIDATE,1,4.959319244,2455005.259,2.22739,9800.00,12.21,1103,5712,4.359,1.082,292.16705,48.727589
39,FALSE POSITIVE,FALSE POSITIVE,0,2.701287801,2455003.696,3.3827,860.00,6.54,1222,5550,4.468,0.91,297.92365,48.777321
40,CONFIRMED,CANDIDATE,1,4.49876511,2455004.349,3.7362,460.00,2.1,1133,6075,4.486,0.969,298.45685,48.791592
41,FALSE POSITIVE,FALSE POSITIVE,0,19.65120951,2455012.402,5.2514,11800.00,12.42,730,6074,4.391,1.063,291.0939,48.933842
42,CONFIRMED,CANDIDATE,1,5.412203927,2454966.143,2.9472,602.00,2.94,1093,5779,4.339,1.087,287.88733,46.276241
43,CONFIRMED,CANDIDATE,0.998,41.43958662,2455041.932,10.5989,2790.00,5.5,516,5468,4.367,1.046,295.55505,49.017342
44,CONFIRMED,CANDIDATE,1,8.35389523,2455004.633,2.2514,1040.00,2.52,790,5592,4.582,0.787,285.49924,49.277351
45,CONFIRMED,CANDIDATE,1,4.125543472,2455002.753,3.1744,1490.00,4.43,1243,6174,4.417,1.103,291.93616,49.253979
46,CONFIRMED,CANDIDATE,1,2.816504904,2455003.968,2.50587,16800.00,12.21,1219,5532,4.452,0.955,297.01547,49.225288
47,FALSE POSITIVE,FALSE POSITIVE,0,33.93373447,2455019.676,14.561,8500.00,7.34,430,5040,4.628,0.705,284.17233,49.360722
48,CONFIRMED,CANDIDATE,1,3.689920099,2455003.366,2.6557,427.00,1.89,1147,5880,4.518,0.917,291.62241,50.61824
49,CONFIRMED,CANDIDATE,1,4.431238488,2455004.015,3.15,1010.00,3.25,1104,5714,4.428,1.015,295.81616,51.121738
50,CONFIRMED,CANDIDATE,1,11.37936986,2454966.85,2.6255,1020.00,3.95,806,5714,4.428,1.015,295.81616,51.121738
51,CONFIRMED,CANDIDATE,1,26.39432897,2455009.055,3.573,1510.00,3.07,489,5129,4.595,0.763,289.39972,51.25032
52,CONFIRMED,CANDIDATE,1,13.57078281,2454969.279,3.3539,512.00,2.64,785,5854,4.406,1.012,300.86398,44.337551
53,CONFIRMED,CANDIDATE,1,7.12594387,2454972.005,3.0014,192.00,1.79,997,5779,4.339,1.087,287.88733,46.276241
54,FALSE POSITIVE,FALSE POSITIVE,0.014,7.442652004,2455002.972,2.3078,24400.00,15.03,967,6108,4.469,0.956,288.98682,49.733742
55,CONFIRMED,CANDIDATE,1,16.38489988,2455005.728,3.0249,1130.00,2,433,4126,4.661,0.615,286.73804,49.97575
56,CONFIRMED,CANDIDATE,1,7.8774163,2455009.376,2.0805,1310.00,2.16,553,4126,4.661,0.615,286.73804,49.97575
57,CONFIRMED,CANDIDATE,1,36.4454001,2454984.601,4.007,1120.00,1.99,332,4126,4.661,0.615,286.73804,49.97575
58,CONFIRMED,CANDIDATE,1,3.728732147,2455004.793,2.683,5230.00,6.02,1023,5497,4.577,0.809,290.78574,50.054119
59,CANDIDATE,CANDIDATE,0.999,40.4195037,2455006.565,3.362,6260.00,7.51,467,5446,4.507,0.781,294.31686,50.080231
60,CONFIRMED,CANDIDATE,1,2.243380573,2455003.679,1.1196,822.00,1.99,822,4149,4.698,0.564,285.17621,50.149818
61,FALSE POSITIVE,FALSE POSITIVE,0,10.40599802,2455010.197,6.5036,14500.00,11.23,833,5746,4.393,0.924,289.23553,50.241001
62,CONFIRMED,CANDIDATE,1,2.337437946,2455004.762,1.9982,971.00,2.34,1070,5005,4.595,0.765,293.83331,50.23035
63,CANDIDATE,CANDIDATE,0.993,7.2406612,2454970.755,0.558,556.00,19.45,734,5005,4.595,0.765,293.83331,50.23035
64,CANDIDATE,CANDIDATE,0.871,3.43591631,2454965.662,3.133,23.20,0.55,1272,5779,4.339,1.087,287.88733,46.276241
65,CONFIRMED,CANDIDATE,1,11.59822233,2455013.395,2.5237,2800.00,2.65,396,3688,4.79,0.473,296.22195,50.28722
66,CONFIRMED,CANDIDATE,1,6.575315881,2455006.634,4.3084,2790.00,5.31,1015,5992,4.415,0.989,290.09805,50.321609
67,CONFIRMED,CANDIDATE,1,7.275040844,2455002.994,7.5377,3000.00,4.86,833,5485,4.556,0.867,295.45529,50.49456
68,CONFIRMED,CANDIDATE,1,19.27153892,2455019.771,2.7594,1220.00,1.93,393,4077,4.702,0.56,293.97336,50.53191
69,CONFIRMED,CANDIDATE,1,10.06524317,2454969.289,1.369,1050.00,1.91,488,4077,4.702,0.56,293.97336,50.53191
70,CONFIRMED,CANDIDATE,1,12.3935651,2455011.747,3.8896,917.00,2.66,677,5557,4.603,0.75,296.02133,50.56778
71,CONFIRMED,CANDIDATE,0.998,43.84439721,2454984.935,6.802,615.00,2.87,531,5854,4.406,1.012,300.86398,44.337551
72,FALSE POSITIVE,FALSE POSITIVE,0,3.341913228,2455004.639,3.813,725.00,21.55,1032,5295,4.551,0.811,292.31595,38.27029
73,FALSE POSITIVE,FALSE POSITIVE,0.773,1.626630225,2455002.82,2.1145,1620.00,32.43,1547,5735,4.41,0.973,294.36819,38.31028
74,CONFIRMED,CANDIDATE,1,2.711504086,2455003.034,3.0099,838.00,3.12,1420,6214,4.442,1.076,291.65353,38.494659
75,CONFIRMED,CANDIDATE,1,7.21203748,2455005.818,4.0491,950.00,3.32,1025,6214,4.442,1.076,291.65353,38.494659
76,FALSE POSITIVE,FALSE POSITIVE,,14.1798187,2455004.502,2.505,460.00,1.88,711,5799,4.539,0.878,291.0448,51.321671
77,CONFIRMED,CANDIDATE,1,8.47237911,2455007.162,2.7245,1120.00,2.59,751,5354,4.587,0.788,296.36652,51.319519
78,CONFIRMED,CANDIDATE,0.989,60.4189369,2455014.164,5.039,931.00,2.36,390,5354,4.587,0.788,296.36652,51.319519
79,CONFIRMED,CANDIDATE,1,12.61190435,2455013.892,5.1497,6110.00,7.4,753,5795,4.508,0.919,289.11221,51.737381
80,FALSE POSITIVE,FALSE POSITIVE,0,1.433769925,2455003.404,1.8868,1980.00,46.58,1920,6017,4.22,1.339,290.84369,37.728828
81,FALSE POSITIVE,FALSE POSITIVE,0,10.31872301,2455006.315,3.836,872.00,28.59,876,5927,4.409,1.06,291.84891,37.713501
82,CONFIRMED,CANDIDATE,1,2.539183147,2455002.675,2.4282,382.00,2.06,1332,5519,4.35,1.062,291.43997,37.905659
83,CONFIRMED,CANDIDATE,1,6.770300385,2455003.577,2.0844,1300.00,2.77,812,5653,4.656,0.679,290.87051,38.273628
84,FALSE POSITIVE,FALSE POSITIVE,0,0.444291966,2455002.865,2.0792,11000.00,27.51,1836,5255,4.678,0.636,290.99689,38.28492
85,CANDIDATE,CANDIDATE,1,10.181584,2455010.142,3.5089,5740.00,7.73,812,5988,4.541,0.836,291.28195,38.241669
86,CONFIRMED,CANDIDATE,1,20.06036336,2454980.466,3.3203,1490.00,1.96,361,3950,4.754,0.493,286.07913,39.27832
87,CONFIRMED,CANDIDATE,1,46.1842039,2454998.237,4.758,1390.00,1.83,273,3950,4.754,0.493,286.07913,39.27832
88,CONFIRMED,CANDIDATE,0.952,23.9800854,2454980.537,5.351,104.00,1.31,649,5854,4.406,1.012,300.86398,44.337551
89,CONFIRMED,CANDIDATE,0.994,7.82502168,2454969.55,2.186,521.00,1.2,494,3950,4.754,0.493,286.07913,39.27832
90,CONFIRMED,CANDIDATE,1,3.895936525,2455003.528,2.3111,8540.00,7.34,1005,5557,4.592,0.774,294.65524,39.308361
91,CONFIRMED,CANDIDATE,0.999,22.36646466,2455008.459,5.228,987.00,2.32,536,5395,4.615,0.734,294.71063,39.52174
92,CONFIRMED,CANDIDATE,1,1.625522174,2455003.827,2.38963,7970.00,9.73,1579,5539,4.322,1.106,293.87192,38.422939
93,CANDIDATE,CANDIDATE,1,19.62034692,2455014.882,2.0038,21700.00,13.6,643,5710,4.492,0.905,293.81619,38.563568
94,FALSE POSITIVE,FALSE POSITIVE,0,7.544039,2455004.798,6.222,323.00,17.47,838,5657,4.567,0.824,293.94116,38.601101
95,CONFIRMED,CANDIDATE,1,9.02930689,2455010.204,3.1449,1020.00,2.57,757,5349,4.526,0.82,290.33362,38.72823
96,FALSE POSITIVE,FALSE POSITIVE,0.053,10.32803571,2455007.581,7.7915,16900.00,13.28,843,5627,4.359,1.024,287.69675,38.886452
97,CONFIRMED,CANDIDATE,1,143.2063047,2454987.236,8.9302,10600.00,8.9,308,5485,4.556,0.867,285.28363,38.947281
98,CONFIRMED,CANDIDATE,0.95,6.164876,2454968.639,3.262,55.80,0.79,1021,5854,4.406,1.012,300.86398,44.337551
99,CONFIRMED,CANDIDATE,0.745,60.32494216,2455076.893,6.6188,20300.00,12.19,411,5485,4.556,0.867,285.28363,38.947281
100,CONFIRMED,CANDIDATE,,29.1598615,2454983.699,4.803,488.00,1.91,524,5485,4.556,0.867,285.28363,38.947281
101,FALSE POSITIVE,FALSE POSITIVE,0,1.540397253,2455003.505,2.1541,816.00,25.69,1470,5663,4.53,0.915,286.92639,38.921631
102,FALSE POSITIVE,FALSE POSITIVE,0,2.99025443,2455004.983,5.414,589.00,1.7,918,4667,4.578,0.731,287.74881,38.92955
103,CONFIRMED,CANDIDATE,1,1.594745374,2455003.648,1.9604,15000.00,11.3,1539,5934,4.491,0.893,285.21381,39.027481
104,CONFIRMED,CANDIDATE,1,4.783002698,2455003.508,2.335,1010.00,2.5,886,5170,4.574,0.807,287.09399,39.060719
105,CONFIRMED,CANDIDATE,1,20.50588921,2455014.434,4.0595,2110.00,3.41,518,4905,4.544,0.761,289.31543,39.153278
106,CONFIRMED,CANDIDATE,1,3.340218842,2455004.979,1.9104,1630.00,2.03,656,3950,4.754,0.493,286.07913,39.27832
107,FALSE POSITIVE,FALSE POSITIVE,0,2.507089906,2455004.002,2.0067,1340.00,30.26,1326,5926,4.506,0.939,295.37805,40.493401
108,CONFIRMED,CANDIDATE,1,18.64932728,2455007.771,4.4056,894.00,3.12,701,5775,4.405,1.053,290.46176,40.562462
109,CONFIRMED,CANDIDATE,1,4.90144976,2454971.605,4.1654,141.00,1.7,1262,5847,4.191,1.402,297.02826,48.208611
110,CONFIRMED,CANDIDATE,0.998,9.75192101,2454971.786,4.793,418.00,2.76,870,5775,4.405,1.053,290.46176,40.562462
111,CONFIRMED,CANDIDATE,1,38.5576546,2454996.851,5.794,993.00,4.02,550,5775,4.405,1.053,290.46176,40.562462
112,CONFIRMED,CANDIDATE,0.99,3.525632539,2455003.048,2.59959,22300.00,11.58,975,5150,4.572,0.793,290.58173,40.5774
113,CANDIDATE,CANDIDATE,1,34.84398644,2455005.633,2.9315,4520.00,7.61,511,5509,4.482,0.871,285.92001,39.624828
114,CONFIRMED,CANDIDATE,1,7.748094239,2455007.997,3.5957,2470.00,5.52,964,5973,4.439,1.085,294.4899,39.771439
115,CONFIRMED,CANDIDATE,1,23.96793669,2455019.222,3.827,1180.00,1.8,329,3747,4.728,0.524,283.86639,39.898079
116,CONFIRMED,CANDIDATE,0.995,8.29561738,2454968.793,1.3421,824.00,1.82,469,3747,4.728,0.524,283.86639,39.898079
117,CONFIRMED,CANDIDATE,1,8.11437482,2455009.34,2.2736,1560.00,2.1,460,3692,4.753,0.517,288.81201,40.033401
118,FALSE POSITIVE,FALSE POSITIVE,0,38.03672948,2455029.935,4.34617,82900.00,27.5,500,5575,4.521,0.932,294.14789,40.055538
119,CANDIDATE,CANDIDATE,0,4.64090031,2455006.646,35.512,2450.00,30.09,1155,6463,4.5,0.826,295.11371,40.071171
120,FALSE POSITIVE,FALSE POSITIVE,0,3.747838198,2455004.665,5.0642,616.00,13.65,1031,5514,4.569,0.826,291.06152,50.265129
121,CONFIRMED,CANDIDATE,0.992,14.74914825,2454971.778,6.0995,430.00,2.89,874,5847,4.191,1.402,297.02826,48.208611
122,CONFIRMED,CANDIDATE,1,21.81295996,2455007.011,4.3791,1180.00,3.38,639,5601,4.41,0.999,294.77686,40.15374
123,FALSE POSITIVE,FALSE POSITIVE,0,7.91936937,2455005.181,3.3148,15100.00,10.34,814,5690,4.588,0.776,283.53845,40.217999
124,CANDIDATE,CANDIDATE,,1.028436523,2455003.229,1.8606,8100.00,72.77,1947,6228,4.428,0.99,296.00699,40.295429
125,CONFIRMED,CANDIDATE,1,15.37562369,2455006.614,3.3169,15300.00,11.01,600,4986,4.496,0.833,283.25354,40.358189
126,CONFIRMED,CANDIDATE,1,8.10363271,2455009.949,3.161,888.00,2.11,687,4861,4.574,0.732,283.22141,40.421829
127,CONFIRMED,CANDIDATE,1,4.71510843,2454967.962,2.506,418.00,1.46,823,4861,4.574,0.732,283.22141,40.421829
128,CONFIRMED,CANDIDATE,1,6.365839713,2455004.136,2.9721,781.00,2.44,914,5776,4.554,0.849,291.14951,40.420521
129,FALSE POSITIVE,FALSE POSITIVE,0.037,5.97581754,2455007.776,3.065,962.00,3.86,1047,6108,4.471,0.997,294.22397,40.417858
130,FALSE POSITIVE,FALSE POSITIVE,0,2.446737317,2455003.67,4.7211,1180.00,26.25,1261,5764,4.548,0.863,298.96112,40.862808
131,CONFIRMED,CANDIDATE,1,3.04033046,2455002.949,1.8411,10900.00,8.99,1021,5035,4.519,0.791,299.3161,40.82238
132,CONFIRMED,CANDIDATE,1,15.33528675,2455007.003,3.897,3080.00,5,610,5251,4.581,0.817,292.23676,41.08588
133,CONFIRMED,CANDIDATE,0.998,7.95825328,2454970.802,4.377,50.00,1.06,1074,5847,4.191,1.402,297.02826,48.208611
134,CONFIRMED,CANDIDATE,1,31.33046135,2454986.43,5.176,5070.00,6.5,481,5251,4.581,0.817,292.23676,41.08588
135,FALSE POSITIVE,FALSE POSITIVE,0.006,3.9043425,2455006.394,3.831,16200.00,12.28,1104,5810,4.526,0.898,294.05676,40.549679
136,FALSE POSITIVE,FALSE POSITIVE,0,9.286358079,2455004.821,3.49949,44800.00,17.61,796,5670,4.523,0.821,294.74396,40.53392
137,FALSE POSITIVE,FALSE POSITIVE,0,3.951405455,2455006.276,2.1862,2450.00,31.44,1133,6046,4.539,0.869,295.50439,40.505489
138,CONFIRMED,CANDIDATE,0.999,23.65369415,2455004.376,8.2183,3340.00,7.89,731,5739,4.191,1.384,287.89713,40.637821
139,CONFIRMED,CANDIDATE,0.996,13.23352214,2454973.322,6.7372,505.00,3.06,888,5739,4.191,1.384,287.89713,40.637821
140,CONFIRMED,CANDIDATE,0.997,6.15560285,2454967.817,4.9843,285.00,2.32,1146,5739,4.191,1.384,287.89713,40.637821
141,CONFIRMED,CANDIDATE,1,2.090811305,2454967.175,3.388,116.00,1.62,1642,5739,4.191,1.384,287.89713,40.637821
142,CONFIRMED,CANDIDATE,0.995,3.180027898,2454966.499,3.5797,120.00,1.53,1458,5847,4.191,1.402,297.02826,48.208611
143,CONFIRMED,CANDIDATE,0.989,50.4467417,2455011.501,7.159,370.00,2.67,568,5739,4.191,1.384,287.89713,40.637821
144,CONFIRMED,CANDIDATE,1,11.76307164,2455013.936,2.9076,1040.00,2.35,616,4959,4.603,0.756,294.20215,40.66341
145,CONFIRMED,CANDIDATE,0.878,56.2279271,2454965.293,3.57,863.00,2.37,366,4959,4.603,0.756,294.20215,40.66341
146,FALSE POSITIVE,FALSE POSITIVE,0,2.384052875,2455004.584,3.0918,1270.00,17.06,1010,4794,4.58,0.701,299.64285,40.691238
147,CONFIRMED,CANDIDATE,1,7.953547,2455007.662,2.6312,875.00,2.25,696,4768,4.536,0.779,291.15878,40.750271
148,CONFIRMED,CANDIDATE,1,4.14451656,2454968.928,2.3421,392.00,1.48,864,4768,4.536,0.779,291.15878,40.750271
149,FALSE POSITIVE,FALSE POSITIVE,0,4.859386384,2455006.011,2.2757,6040.00,38.33,1114,6072,4.47,0.988,292.21436,40.759762
150,CONFIRMED,CANDIDATE,0.999,10.52629458,2455009.522,2.5211,9770.00,8.24,713,5386,4.553,0.793,293.87811,41.66177
151,CONFIRMED,CANDIDATE,1,4.583520948,2455002.974,2.7055,3810.00,5.39,1038,5815,4.54,0.877,299.18686,41.74268
152,CONFIRMED,CANDIDATE,0.876,3.76181843,2455004.904,3.5176,511.00,2.66,1121,5653,4.472,0.949,283.31638,41.83712
153,CONFIRMED,CANDIDATE,1,8.20396958,2455002.691,2.9667,1020.00,3.01,742,5015,4.499,0.826,286.5657,41.808399
